message_number,forum,subject,datetime,timezone,username,message_content
2157,Commotion-admin, [commotion-docs] FAQ Review (#5),"Thu, 09 Jan 2014 08:23:53 -0800",-0800,critzo,"The Commotion team typically takes questions from our support queue and mines them for new FAQ items and updates to existing ones.

What additional FAQ questions should be included on our website?
What categories of questions would you suggest?

"
2158,Commotion-admin, [commotion-feed] added a better formatted,"Thu, 09 Jan 2014 09:25:16 -0800",-0800,areynold,"Works as advertised. Missing a lot of R1 strings, obviously.

"
2159,Commotion-admin, [commotion-feed] added a better formatted,"Thu, 09 Jan 2014 09:25:32 -0800",-0800,areynold,"Merged #43.

"
2160,Commotion-admin, [luci-i18n-commotion] Add Exstensable,"Thu, 09 Jan 2014 09:55:29 -0800",-0800,Seamus Tuohy,"Closed #4.

"
2161,Commotion-admin, [luci-i18n-commotion] Add Exstensable,"Thu, 09 Jan 2014 09:55:29 -0800",-0800,Seamus Tuohy,"Closed per: https://github.com/opentechinstitute/commotion-feed/commit/830e34812cbee8de211c308fe744a0a69413e581

"
2162,Commotion-admin, [luci-i18n-commotion] Create individual,"Thu, 09 Jan 2014 10:00:25 -0800",-0800,Seamus Tuohy,"This work will be done in the ""build repo when it has been implemented."" It will consist of a custom Config.in that only loads luci-commotion language packages and a patch to the luci-i18n makefiles that pushes our .po files into their directories before they are compiled into lmo's.


"
2163,Commotion-admin, [commotion-router] Set vi autoindent off by,"Thu, 09 Jan 2014 16:47:37 -0800",-0800,Ben West,"All tests for this PR pass on a newly compiled instance of commotion-router.  Anything else needed?

"
2164,Commotion-admin, [commotion-router] Set vi autoindent off by,"Thu, 09 Jan 2014 19:00:28 -0800",-0800,Josh King,"Sounds good Ben, thanks for testing!

"
2165,Commotion-admin, [commotion-router] Set vi autoindent off by,"Thu, 09 Jan 2014 19:00:49 -0800",-0800,Josh King,"Merged #82.

"
2166,Commotion-admin, [commotion-service-manager] port should be,"Fri, 10 Jan 2014 07:18:31 -0800",-0800,Dan Staples,"to test:

1) flash two nodes with the fix
2) create two apps (one with empty port field, one with port of 80)

both announcements should show up on the other node.
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/commotion-service-manager port-type-fix

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/commotion-service-manager/pull/5

-- Commit Summary --

  * port should be uint16_t, not long

-- File Changes --

    M commotion-service-manager.c (2)
    M commotion-service-manager.h (2)

-- Patch Links --

https://github.com/opentechinstitute/commotion-service-manager/pull/5.patch
https://github.com/opentechinstitute/commotion-service-manager/pull/5.diff

"
2167,Commotion-admin, [luci-commotion] status tab (Nearby Mesh,"Fri, 10 Jan 2014 07:44:21 -0800",-0800,Seamus Tuohy,"Did we add the olsrd-hostname plugin back in to the build? I thought we were keeping it out. I had not looked at the net status since it was fixed.

"
2168,Commotion-admin, [luci-theme-commotion] Make interface status,"Fri, 10 Jan 2014 07:46:31 -0800",-0800,Seamus Tuohy,"Currently the interface status overview in the basic menu's status header is confusing and cluttered. CSS/HTML modifications need to be made to make it pretty and clear.

"
2169,Commotion-admin, [luci-theme-commotion] CSS Bloat (#15),"Fri, 10 Jan 2014 07:49:25 -0800",-0800,Seamus Tuohy,"We have a huge amount of extra CSS cluttering our current theme. To make room for smaller embedded routers and more important features we need to remove unused/unnecessary CSS rules.

"
2170,Commotion-admin, [commotion-bigboard-gatherer] Gatherer needs to,"Fri, 10 Jan 2014 07:53:25 -0800",-0800,Seamus Tuohy,"Currently the gatherer accepts all values that it receives and passes them on to ffmap-d3. We should have it check the json structs it receives for validity before passing them on.

"
2171,Commotion-admin, [luci-commotion] Add more values to Nearby Mesh,"Fri, 10 Jan 2014 07:56:52 -0800",-0800,Seamus Tuohy,"Add RX-Signal, Gateway Status, and Hops Away to items in  Nearby Mesh Devices (status page)

"
2172,Commotion-admin, [luci-commotion] status tab (Nearby Mesh,"Fri, 10 Jan 2014 07:56:56 -0800",-0800,Seamus Tuohy,"Closed #92.

"
2173,Commotion-admin, [luci-theme-commotion] Make interface status,"Fri, 10 Jan 2014 07:53:12 -0800",-0800,areynold,"Could you provide more guidance on this issue? 

Is the goal to come up with a new header design? Does a header design already exist that just needs to be implemented? How much of the basic menu is in scope? Will this same change need to be applied to other pages/menus to keep them consistent?

"
2174,Commotion-admin, [luci-commotion] Make uhttpd only use put request,"Fri, 10 Jan 2014 08:04:28 -0800",-0800,Seamus Tuohy,"Currently the sys-auth-token is sent using a get request. It should be sent as a put request instead. Find where it is controlled (dispatcher.lua/uhttpd) and change the way the request is done.

"
2175,Commotion-admin, [commotion-linux-py] debian postinst script,"Fri, 10 Jan 2014 08:10:48 -0800",-0800,Dan Staples,"wpa_cli will error out if the device is not enabled and connected to a wireless network. I would suggest we either:

1) figure out another way to test if ibss_rsn support is available, 
2) add a check in the postinst script to see if wpa_cli returns an error, and handle that gracefully,
3) or instead just run the ibss_rsn check when the commotion applet starts up, instead of when it is installed.

"
2176,Commotion-admin, [commotion-linux-py] debian postinst script,"Fri, 10 Jan 2014 08:12:46 -0800",-0800,Dan Staples,"when not connected, wpa_cli returns exit code 255 and message `Failed to connect to wpa_supplicant - wpa_ctrl_open: No such file or directory`

"
2177,Commotion-admin, [luci-commotion] Make uhttpd only use put,"Fri, 10 Jan 2014 08:14:17 -0800",-0800,areynold,"Is this a duplicate of opentechinstitute/commotion-router/issues/31?

"
2178,Commotion-admin, [commotion-router] Separate mesh-accessible node,"Fri, 10 Jan 2014 09:18:05 -0800",-0800,Josh King,"Currently, there is a single backhaul IP network that both carries control-plane traffic (commotion-service-manager traffic, OLSRd, Serval) and hosts the web interface for the nodes. Therefore, it's currently necessary to provide access to it for the client interfaces. We should evaluate the downsides of either:

* removing access to it from the client network, or
* separating control-plane traffic into a separate IP subnet

This is only of concern for meshes with attached host/client networks, as any full node will implicitly have access to the control-plane anyway. But it's still a way to potentially limit some of our attack surface.

Derived from audit issue iSEC-COMMO13-11

"
2179,Commotion-admin, [commotion-docs] Add wireless gateway,"Sat, 11 Jan 2014 09:55:27 -0800",-0800,georgiamoon,"

"
2180,Commotion-admin, [luci-commotion] Add logout menu item to,"Sat, 11 Jan 2014 12:10:39 -0800",-0800,critzo,"The Commotion Basic menu needs a log out menu item.

"
2181,Commotion-admin, [commotion-docs] Add wireless gateway,"Sat, 11 Jan 2014 12:56:18 -0800",-0800,critzo,"Closed #6.

"
2182,Commotion-admin, [commotion-docs] Add wireless gateway,"Sat, 11 Jan 2014 12:56:18 -0800",-0800,critzo,"Added basic instructions on this page https://commotionwireless.net/docs/cck/installing-configuring/common-configurations
in the section labeled ""Wireless gateway connection"". Needs screenshots.

"
2183,Commotion-admin, [commotion-docs] Add wireless gateway,"Sat, 11 Jan 2014 12:56:21 -0800",-0800,critzo,"Reopened #6.

"
2184,Commotion-admin, Your message to Chambana-rooters awaits moderator,"Sat, 11 Jan 2014 22:44:15 +0000",+0000,chambana-rooters-owner at lists.chambana.net,"Your mail to 'Chambana-rooters' with the subject

    Commotion Wireless Project account activation request

Is being held until the list moderator can review it for approval.

The reason it is being held:

    Too many recipients to the message

Either the message will get posted to the list, or you will receive
notification of the moderator's decision.  If you would like to cancel
this posting, please visit the following URL:

    https://lists.chambana.net/mailman/confirm/chambana-rooters/6ca24a693c65727019789aa3288a46e8a00830e5


"
2185,Commotion-admin, [luci-theme-commotion] CSS Bloat (#15),"Sun, 12 Jan 2014 14:19:35 -0800",-0800,Griffin Boyce,"I'll streamline CSS tomorrow.

"
2186,Commotion-admin, [luci-theme-commotion] Make interface status,"Mon, 13 Jan 2014 06:49:34 -0800",-0800,Seamus Tuohy,"Closed #14.

"
2187,Commotion-admin, [luci-theme-commotion] Make interface status,"Mon, 13 Jan 2014 06:49:33 -0800",-0800,Seamus Tuohy,"closed due to being poorly defined

"
2188,Commotion-admin, [luci-commotion] Make uhttpd only use put,"Mon, 13 Jan 2014 06:51:59 -0800",-0800,Seamus Tuohy,"Closed as a duplicate

"
2189,Commotion-admin, [luci-commotion] Make uhttpd only use put,"Mon, 13 Jan 2014 06:52:00 -0800",-0800,Seamus Tuohy,"Closed #138.

"
2190,Commotion-admin, [luci-commotion-linux] R1 (#6),"Mon, 13 Jan 2014 07:44:42 -0800",-0800,Dan Staples,"updated for R1 compatibility
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/luci-commotion-linux R1

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/luci-commotion-linux/pull/6

-- Commit Summary --

  * changed serval-{sign,verify} calls to match new serval-crypto format
  * added lua-uri library
  * updated service fields
  * add form fixes
  * misc fixes
  * Merge branch &#39;serval-crypto&#39; into R1
  * fixes to commotion_helpers

-- File Changes --

    M Makefile (2)
    M modules/commotion/luasrc/controller/commotion/apps_controller.lua (75)
    M modules/commotion/luasrc/view/commotion/apps_display.htm (1)
    M modules/commotion/luasrc/view/commotion/apps_form.htm (26)
    M modules/commotion/luasrc/view/themes/commotion/apps_apps.htm (2)
    M modules/commotion/root/etc/config/applications (2)
    M modules/commotion/root/usr/lib/lua/commotion_helpers.lua (10)
    A modules/lua-uri/Makefile (2)
    A modules/lua-uri/lua/uri.lua (504)
    A modules/lua-uri/lua/uri/_relative.lua (81)
    A modules/lua-uri/lua/uri/_util.lua (128)

-- Patch Links --

https://github.com/opentechinstitute/luci-commotion-linux/pull/6.patch
https://github.com/opentechinstitute/luci-commotion-linux/pull/6.diff

"
2191,Commotion-admin, [luci-commotion-linux] R1 (#6),"Mon, 13 Jan 2014 07:48:48 -0800",-0800,Dan Staples,"Merged #6.

"
2192,Commotion-admin, [luci-commotion-linux] Updated for debian,"Mon, 13 Jan 2014 07:55:54 -0800",-0800,Dan Staples,"
You can merge this Pull Request by running:

  git pull https://github.com/opentechinstitute/luci-commotion-linux debian-packaging

Or you can view, comment on it, or merge it online at:

  https://github.com/opentechinstitute/luci-commotion-linux/pull/7

-- Commit Summary --

  * Updated for debian packaging.

-- File Changes --

    M debian/changelog (6)

-- Patch Links --

https://github.com/opentechinstitute/luci-commotion-linux/pull/7.patch
https://github.com/opentechinstitute/luci-commotion-linux/pull/7.diff

"
2193,Commotion-admin, [luci-commotion-linux] Updated for debian,"Mon, 13 Jan 2014 07:55:59 -0800",-0800,Dan Staples,"Merged #7.

"
2194,Commotion-admin, [luci-commotion] mesh password text needs,"Tue, 14 Jan 2014 07:45:19 -0800",-0800,Dan Staples,"current text: ""When people connect to this access point, should a password be required?""

should talk about mesh network, not access point.

"
2195,Commotion-admin, [luci-commotion] better check for network fields,"Tue, 14 Jan 2014 08:00:49 -0800",-0800,Dan Staples,"header.htm:104, check for iface[""ipv4-address""][1] before accessing iface[""ipv4-address""][1].address

"
2196,Commotion-admin, [commotiond] commotiond crashing (#71),"Tue, 14 Jan 2014 08:31:19 -0800",-0800,Dan Staples,"After leaving nodes up for a while, commotiond appears to have stopped running.

Was also able to cause commotiond to stop running when turning off IBSS-RSN on a node.

"
2197,Commotion-admin, [commotiond] commotiond crashing (#71),"Tue, 14 Jan 2014 08:38:40 -0800",-0800,areynold,"These crashes occurred on nodes with SSP enabled, which will intentionally crash a program when it detects a buffer overflow. It's possible that we've had a commotiond issue since the R1 release that is being caught by the new compile flag.

"
2198,Commotion-admin, [commotion-router] 5Ghz mesh not working - needs,"Tue, 14 Jan 2014 09:09:11 -0800",-0800,critzo,"While the GUI properly allows a user to select an available 5Ghz radio for the mesh and appears to properly configure interface profiles, mesh links are not visible in the GUI. 

Two TPlink WDR4300s were configured using radio1 as the mesh, with radio0 (2.4Ghz) providing APs. 

Test 1: check for proper olsrd routing with CLI tools. If working, proceed to test 2.
Test 2: determine why olsr neighbors, routes, viz etc. do not display properly.

"
2199,Commotion-admin, [luci-commotion] Removing Mesh Encryption in,"Tue, 14 Jan 2014 11:26:38 -0800",-0800,hawkinswnaf,"Removing Mesh Encryption using the GUI in the ""Security"" tab fails. The key value and encryption flag are removed, but when the network interface restarts, it pulls the default values from the interface's Commotion profile.

"
